competency_id,competency_name,competency_type,description
SKLCA25,Public Opinion,Skill,Conducts market and public opinion research related to the reputation and positioning of the organization within its country/ies of operation. Designs direct informational programs to foster favorable public perceptions.
SKLCA27,Regulatory Bodies and Government Relations,Skill,"Communicates with attorneys, government regulators, emergency responders, and politicians as necessary. Serves as trusted advisors and advocates, true partners and leaders of the organization."
SKLCA28,Regulatory Development,Skill,Contributes to regulatory development by submitting proposals to the regulators (government) and the regulated (industry). Provides statistics and information on issues that could impact the organization's ability to operate successfully.
SKLCA29,Securities and Exchange Commission (SEC) laws,Skill,"Understands securities and exchange commission (SEC) laws and securities disclosure requirements, as well as filing requirements. Keeps abreast with any updates and amendments and ensures that policies and procedures are updated to ensure continued compliance."
SKLCA30,Social Impact,Skill,Provides greater transparency in how the organization operates and impacts the greater society outside of the business.
SKLCA31,Social Intranet Software,Skill,Creates a communication and collaboration hub for the organization that makes it easier to distribute information and get work done.
SKLCA32,Socially Responsible Investing,Skill,Develops investment strategies and portfolios that seek to consider both financial returns and social good.
SKLCA33,Speech / Interview Writing,Skill,"Prepares text, content, or templates for the purpose of delivering speeches or conducting interviews."
SKLCA34,Typography,Skill,"Uses font style, appearance, and structure in copy to elicit certain emotions and convey a specific message. Arranges letters and text to make the copy legible, clear, and visually appealing to the reader."
SKLCA35,Web Publishing Tools,Skill,Uses applications to design and build websites for either the Internet or Intranet.
SKLCA36,Content Evaluation,Skill,"Assesses how well content meets one's goals. Evaluates the effectiveness of text, images, audio, and video."
SKLCA37,Community Volunteering,Skill,"Volunteers in the community by participating in social, charitable, and environmental activities."
SKLCA38,Organizational Ombudsperson,Skill,"Acts as a neutral or impartial dispute resolution practitioner. Provides independent, impartial, confidential, and informal help to managers, employees, clients, or other stakeholders."
SKLCA40,International Ombuds Association (IOA) Standards of Practice and Code of Ethics,Skill,Understands and complies with the standards as set out. Stays informed about updates to these standards and how they affects one's role.
SKLCA41,Voice-Of-Employee,Skill,"Uses an in-depth process to capture the employee's experiences, expectations, preferences, ideas, grievances, suggestions, and aversions. Presents a detailed set of employee wants and needs through either qualitative or quantitative research methods. Attempts to improve employee experience, workplace culture, boost productivity, and refine business processes."
SKLCA42,Surveillance,Skill,"Monitors behavior, activities, or information for information gathering, influencing, managing, and directing."
SKLCA43,Investigative Interviewing,Skill,"Conducts interviews to elicit evidence or information during an investigation. Attempts to produce the most accurate, complete, and detailed account of the incident in question."
SKLCA45,Investigative Techniques,Skill,Understands various investigative techniques to determine the truth of the matter. Decides on the best techniques to extract the information required.
SKLCB15,Payroll Processing,Skill,"Executes and manages payroll activities including information gathering and capturing, managing benefits and deductions, submitting the payroll run for approval, and the processing of payments."
SKLCA46,Technical Surveillance Countermeasures (TSCM),Skill,"Collects, analyzes, interprets, and shares information on mines and unexploded ordnance (UXO) threats and their impact, to assist the planning of mine action projects."
SKLCB01,Compensation and Benefits Policies and Procedures,Skill,"Designs, reviews, and maintains compensation and benefits policies and procedures. Ensures that practice and policy is within all applicable legislation for the advancement of organizational goals."
SKLCB02,Compensation and Benefits Trends,Skill,"Keeps abreast with trends, developments, and technologies within the compensation and benefits field, both locally and internationally. Understands the impact of these on the organization. Incorporates relevant trends to ensure the organization's relevancy and competitiveness."
SKLCB03,Compensation Committee,Skill,Serves as a member on the Compensation Committee to discuss and investigate matters of compensation and refer proposals to the board for approval.
SKLHS33,Linear Accelerator (LINAC),Skill,"Understands how the Linear Accelerator (LINAC) device customizes high-energy x-rays or electrons to conform to a tumor's shape and destroy cancer cells, while sparing surrounding normal tissue."
SKLCB04,Compensation Planning and Management,Skill,"Plans and organizes the compensation, remuneration, salary review, and increase process."
